45859262,3931963
2962901,583714
11286497,1445533
4787514,3366659
2001055,509969
2040495,534961
3893473,605900
2624696,732977
2135067,598800
2081537,564846
2042491,580340
1806150,500745
3140464,1282695
1896552,599615
3230998,1191695
2240641,505970
1924023,577873
3029206,1247410
1881103,559585
7171205,3618670
3149317,1258820
1744787,497276
1707834,524308
1873463,673158
1700977,541125
3103628,1383219
1678513,518936
1738986,567318
2017289,567406
1701320,499970
1657433,470165
1688740,482839
1768268,585146
1862706,594863
1872197,553663
1981484,565270
3572142,1087573
2540603,1285549
1592848,477714
1646073,506063
1670200,506360
2378370,481269
1781952,580852
2224478,543188
1639395,551973
1620473,487451
1709280,545100
2857868,1159740
1782801,541308
1665037,487138
1774483,637478
1727398,604646
1594168,467220
6145649,618639
2130757,540574
1615847,529040
1727962,565303
2563904,477225
1799459,577014
1582234,457444
1624809,514791
2802542,553515
1577975,474204
2825432,1176935
1783156,641968
1693022,561069
2467279,1285922
4244285,641263
1570285,471961
2491746,1046904
1743547,639578
7330599,4255767
1777456,623431
1698570,551735
14133993,7272795
2212672,547468
1664591,547426
1992573,878322
2677382,1195453
2403682,1062024
1721242,553912
1746414,564841
1655797,577991
1733501,578995
1614417,457117
1563715,501154
3411352,597953
1595315,504746
1698523,555047
1637457,544238
2236143,522159
2159571,495199
2841476,1733168
1546630,501036
1750213,626201
2207377,522376
1810562,736296
1577808,512817
1702998,628444
1607240,551384
1564330,507028
1561191,515152
1737712,689000
1519495,462308
11724503,9073836
1550025,452223
1501099,452722
1576685,503659
2391255,1038924
1544040,460618
1752497,677305
1580036,518093
1620452,526206
1616183,467055
1596047,539731
1554333,457399
2535931,1124814
1623138,516354
1731341,604342
1616517,503249
1852455,686385
1598995,562040
1531931,532498
5805452,3498242
2662667,1073816
1568154,539744
1854254,560314
1687494,593730
1803101,750552
1653868,524247
1446418,453609
1495827,469184
1549043,460918
1597783,514411
1736838,700333
3779683,1058333
1510524,505118
1585986,524618
1558977,458588
1425759,446125
1472271,473445
1496005,499197
1562712,560725
1485683,502004
1640431,575535
1631984,540667
1482349,480613
1549152,507878
1449714,452154
1538648,546516
1626506,642495
6815757,4648436
1492405,496447
1511747,518685
2404380,1074866
1450112,448948
1571529,538576
1465616,447797
4389752,535301
1438076,446090
3297619,1083001
3307340,2098762
2347681,1089360
1484385,529352
2821818,792093
1529306,519004
1563907,528803
1514929,533536
2858243,597088
2684570,1710981
2703912,1714195
2819070,1484292
2085677,1127817
2659424,1671981
1492437,479606
1468192,494545
1474768,468000
1692471,719336
1761657,522537
1569262,554680
1551952,533817
1923220,868154
1681354,511133
1827167,667454
1531215,509691
1492565,512984
1604526,602263
1509873,527440
1595215,625403
2306017,1067266
2228681,1052136
1453947,452370
1500896,522524
1517162,524291
5839598,3679456
2567776,1004295
1328561,425741
3002217,1755117
1393367,449483
1431667,478608
1415672,446801
1424115,490306
1545284,596237
1474443,496832
2115439,992514
1574399,619960
1500327,527260
1481637,532719
1547699,561266
1688974,685940
1428535,516989
1443068,511820
1465945,515966
1387713,436406
1650774,686862
1655203,651256
1460547,454444
3407709,1613390
1488958,555744
1585957,641170
1438615,528832
1463414,485105
1551701,625416
1442660,541434
3379189,1943829
2365802,598415
1347715,438721
3584773,515698
2149624,1055925
2226385,1072171
5850513,3852706
1627910,561750
1396360,471731
2198955,1077165
1559203,588918
1429408,492285
1378613,474708
2106610,994734
2193045,1023736
1412612,500874
1812658,568904
1384606,485870
2253884,1057091
2290035,453639
3159169,1853807
1463402,513147
2160921,1022142
1425102,500879
1380863,452856
1345708,424477
1345637,455829
1525823,523326
2033900,440821
1472758,599772
2987950,434911
1373091,422572
1676057,578381
