24838027,455930
5688015,594442
5634590,992084
1272548,577214
826796,314087
1165121,486983
1328319,569799
2413142,452631
908167,582972
1165140,532531
2682444,589012
3861835,2965052
678388,344145
9768409,5903677
7958749,861471
2389681,519546
1794874,620401
4767161,908833
1087370,523706
9122615,3654422
1772351,925401
1218794,558546
983926,469323
636221,302312
3656546,1151546
821898,411233
643552,317810
4803805,664556
1154465,440787
639617,283250
1691467,428312
2336860,404706
705352,383687
1331417,565076
1120660,489212
787131,370755
3967836,523991
636457,301837
629082,312069
582002,271863
934401,499249
1161099,521517
753473,444303
895014,433600
786210,305096
4132258,842641
764245,395361
612110,285450
888522,459141
1111375,342503
820527,276898
1240353,766259
1969957,284056
2821978,460221
3739559,554662
761403,416419
705096,369230
765630,391994
674510,356640
965245,384281
675996,339043
816127,405004
5036643,872731
1650544,810325
2056452,510502
809718,375116
761335,425967
1028438,523084
764300,449845
1982564,819212
9832260,3354286
907719,535478
1167797,536067
1787224,1246539
1217905,678630
883174,393453
2075345,1525544
912954,584776
2448887,759366
740071,408046
11963468,295004
17706343,15894939
3528238,628463
670674,338835
697395,361199
662972,316586
708407,388172
816198,467840
640989,275948
680118,366352
1084977,504880
650880,329238
3297436,2788534
3152708,2469092
3130269,2150940
1270823,800321
1429230,317291
2416538,422303
750625,423113
1090717,512653
2679585,389172
1260581,747817
776268,366447
6435609,4631905
1082520,315609
651303,321557
1280499,744403
5728314,280811
782556,403852
708779,322176
2526769,349397
585388,270612
1503961,912576
1365695,455755
745846,374521
1346258,905765
946032,445533
734372,390967
1085179,614058
702651,369764
8148832,5867382
4693896,434572
645696,325604
1331392,801074
1232337,805307
3342457,391843
2827340,412179
936837,489080
1656709,663340
717610,385222
663749,327707
3973153,402551
1148760,653536
1581375,555576
1014902,578425
4121478,828343
2941149,367885
724329,369319
1564702,1213104
599448,281090
3976860,367362
958498,488366
4735027,316751
605860,310163
704854,378565
695889,339486
689883,279391
722588,372575
856799,431543
3038432,542133
5777308,560980
1487956,357177
743868,442095
5508556,3263870
1257047,809935
633121,330458
