1476919,474120
1237516,559024
1898702,1071572
1202697,541090
1216559,531488
1235976,558202
1308526,602524
1382554,685828
1273822,581842
1215078,564282
1278954,607545
1209382,576749
1793321,1060003
1239183,569827
1835053,1062602
1188248,526941
1299337,627743
1851784,1096857
1321861,621958
3752641,2775538
7500005,6735195
1257555,585133
1345513,588457
1318803,673879
1209851,520503
2069073,1324626
1200931,558306
1309734,627007
1269242,617768
1129619,470680
1121023,469177
1122004,471061
1324623,640024
1318592,646953
1209462,578078
1284368,560249
1153510,498418
1226049,583337
1168723,463928
1151722,493129
1207635,516689
1163693,519570
1284914,612117
1243057,582598
1287456,574496
1125501,469630
1476085,543076
2053257,1058823
1215540,579793
1158215,515431
1268364,645405
1334489,654956
1216330,482128
1283286,632859
1166814,511553
1281868,619000
1261175,608894
1187598,512331
1267309,574112
1116225,489251
1226112,536107
1210308,588156
1101504,464881
1691529,974738
1265644,629535
1133898,529487
1279417,663794
1214537,592202
1169478,544903
1704790,975660
1334910,711730
4366117,3434688
1357978,697370
1203641,581615
3606416,2729076
1263666,575973
1197381,575021
1651899,1032470
1797888,1014025
1690837,959196
1109537,496040
1245288,580300
1299901,648320
1251540,585686
1147012,496118
1149176,516586
1287353,639817
1250201,602380
1211038,597190
1128993,507775
1137770,502630
1168676,553183
2808452,2172337
1176418,508248
1358866,719028
1265901,609105
1468194,813416
1163132,516603
1273165,641001
1253121,611191
1242203,552788
1188612,554612
1469903,805669
1203560,525534
4519568,3576175
1065824,437235
922346,419165
1120842,480525
1522811,944950
1082794,463509
1338487,729054
1153895,525993
1123895,495011
1140303,523375
1229315,592877
1078016,450034
1786854,1011509
1068715,478372
1121800,581826
1267522,565839
1353146,754893
1254398,590016
1179191,546977
3903958,2996341
1664771,999762
1197189,571674
1197372,569453
1248070,631256
1343198,783329
1164666,569325
1095610,505511
923865,417580
1240199,526283
1106988,519949
1258988,740619
1535076,925121
1170020,538119
1094332,536668
896377,394901
1122774,475114
1103893,502303
972170,483975
991281,519816
960767,463330
1032022,517030
811770,431930
768568,365716
1170553,522696
1062140,513699
1060039,523846
1244931,693647
4219762,3373144
1247098,629712
1113032,497161
1679152,1016862
1110495,474996
1017497,495703
1058680,519892
1056633,531092
1065085,456644
1760174,1040312
1656031,991322
1734604,1028908
1127788,538238
1174852,574855
1184588,581709
1174693,533699
1183043,564288
1225442,626554
2744368,2145368
2798534,2181778
2074022,1331459
1274830,581275
2798695,2196505
1107632,515956
1143083,549841
1040554,468158
1466350,817534
1061758,526629
1117851,529850
1169683,555344
1550311,979769
1185724,596946
1314026,693632
1167616,576257
1095416,535839
865238,490986
1176037,572734
1236208,641048
1656470,1029405
1531546,958203
1145917,600739
1154608,548542
1141090,537370
